sernofx,Version,Holdouts Version,CB2b (Labeled)
10773,1293,4,Definitely would subscribe
10773,1293,4,Definitely would subscribe
10773,1293,4,Definitely would subscribe
10773,1293,4,Definitely would subscribe
10773,1293,4,Definitely would subscribe
10773,1293,4,Definitely would subscribe
10773,1293,4,Definitely would subscribe
10773,1293,4,Definitely would subscribe
10780,232,1,Definitely would not subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Probably would subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Definitely would not subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Definitely would subscribe
10780,232,1,Definitely would subscribe
10784,117,1,Probably would not subscribe
10784,117,1,Probably would not subscribe
10784,117,1,Definitely would subscribe
10784,117,1,Probably would subscribe
10784,117,1,Probably would subscribe
10784,117,1,Probably would subscribe
10784,117,1,Probably would subscribe
10784,117,1,Definitely would subscribe
10784,117,1,Probably would subscribe
10784,117,1,Probably would subscribe
10784,117,1,Probably would subscribe
10784,117,1,Probably would not subscribe
10784,117,1,Probably would subscribe
10784,117,1,Probably would subscribe
10784,117,1,Probably would subscribe
10785,818,2,Definitely would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10785,818,2,Probably would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Probably would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Probably would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Definitely would not subscribe
10786,965,3,Definitely would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Definitely would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Definitely would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Probably would not subscribe
10788,772,3,Definitely would not subscribe
10788,772,3,Probably would not subscribe
10789,1067,2,Probably would not subscribe
10789,1067,2,Probably would subscribe
10789,1067,2,Probably would not subscribe
10789,1067,2,Probably would not subscribe
10789,1067,2,Probably would subscribe
10789,1067,2,Probably would subscribe
10789,1067,2,Definitely would not subscribe
10789,1067,2,Probably would not subscribe
10789,1067,2,Probably would subscribe
10789,1067,2,Definitely would not subscribe
10789,1067,2,Definitely would not subscribe
10789,1067,2,Probably would subscribe
10789,1067,2,Probably would not subscribe
10789,1067,2,Probably would not subscribe
10789,1067,2,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10791,1294,3,Probably would subscribe
10792,827,2,Definitely would subscribe
10792,827,2,Probably would not subscribe
10792,827,2,Probably would subscribe
10792,827,2,Probably would subscribe
10792,827,2,Definitely would subscribe
10792,827,2,Probably would subscribe
10792,827,2,Probably would not subscribe
10792,827,2,Probably would not subscribe
10792,827,2,Probably would subscribe
10792,827,2,Probably would subscribe
10792,827,2,Probably would subscribe
10792,827,2,Probably would not subscribe
10792,827,2,Probably would subscribe
10792,827,2,Probably would subscribe
10792,827,2,Probably would not subscribe
10795,1840,3,Probably would not subscribe
10795,1840,3,Probably would subscribe
10795,1840,3,Probably would not subscribe
10795,1840,3,Probably would subscribe
10795,1840,3,Probably would subscribe
10795,1840,3,Probably would not subscribe
10795,1840,3,Probably would not subscribe
10795,1840,3,Probably would not subscribe
10795,1840,3,Probably would subscribe
10795,1840,3,Probably would subscribe
10795,1840,3,Probably would not subscribe
10795,1840,3,Probably would subscribe
10795,1840,3,Probably would subscribe
10795,1840,3,Probably would subscribe
10795,1840,3,Probably would not subscribe
10806,1127,3,Definitely would subscribe
10806,1127,3,Probably would not subscribe
10806,1127,3,Definitely would subscribe
10806,1127,3,Probably would subscribe
10806,1127,3,Definitely would subscribe
10806,1127,3,Definitely would subscribe
10806,1127,3,Definitely would subscribe
10806,1127,3,Probably would subscribe
10806,1127,3,Probably would subscribe
10806,1127,3,Definitely would subscribe
10806,1127,3,Definitely would subscribe
10806,1127,3,Definitely would subscribe
10806,1127,3,Definitely would subscribe
10806,1127,3,Definitely would subscribe
10806,1127,3,Definitely would not subscribe
10811,1070,1,Definitely would not subscribe
10811,1070,1,Definitely would not subscribe
10811,1070,1,Definitely would not subscribe
10811,1070,1,Definitely would not subscribe
10811,1070,1,Probably would subscribe
10811,1070,1,Probably would subscribe
10811,1070,1,Probably would subscribe
10811,1070,1,Probably would subscribe
10811,1070,1,Definitely would not subscribe
10811,1070,1,Definitely would not subscribe
10811,1070,1,Definitely would not subscribe
10811,1070,1,Definitely would not subscribe
10811,1070,1,Definitely would not subscribe
10811,1070,1,Probably would subscribe
10811,1070,1,Definitely would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Probably would not subscribe
10812,342,3,Definitely would not subscribe
10813,1520,2,Probably would not subscribe
10813,1520,2,Definitely would not subscribe
10813,1520,2,Probably would not subscribe
10813,1520,2,Definitely would not subscribe
10813,1520,2,Probably would subscribe
10813,1520,2,Probably would not subscribe
10813,1520,2,Probably would not subscribe
10813,1520,2,Probably would subscribe
10813,1520,2,Probably would not subscribe
10813,1520,2,Probably would not subscribe
10813,1520,2,Probably would not subscribe
10813,1520,2,Definitely would not subscribe
10813,1520,2,Probably would subscribe
10813,1520,2,Probably would not subscribe
10813,1520,2,Definitely would not subscribe
10822,627,2,Probably would subscribe
10822,627,2,Probably would subscribe
10822,627,2,Probably would subscribe
10822,627,2,Probably would subscribe
10822,627,2,Definitely would subscribe
10822,627,2,Probably would subscribe
10822,627,2,Probably would not subscribe
10822,627,2,Definitely would subscribe
10822,627,2,Probably would subscribe
10822,627,2,Probably would subscribe
10822,627,2,Definitely would subscribe
10822,627,2,Probably would subscribe
10822,627,2,Definitely would subscribe
10822,627,2,Probably would not subscribe
10822,627,2,Probably would subscribe
10824,1789,3,Probably would not subscribe
10824,1789,3,Probably would subscribe
10824,1789,3,Probably would subscribe
10824,1789,3,Probably would not subscribe
10824,1789,3,Probably would not subscribe
10824,1789,3,Probably would subscribe
10824,1789,3,Definitely would not subscribe
10824,1789,3,Probably would subscribe
10824,1789,3,Probably would not subscribe
10824,1789,3,Definitely would not subscribe
10824,1789,3,Probably would subscribe
10824,1789,3,Probably would not subscribe
10824,1789,3,Probably would subscribe
10824,1789,3,Probably would subscribe
10824,1789,3,Definitely would not subscribe
10828,767,4,Probably would subscribe
10828,767,4,Probably would subscribe
10828,767,4,Probably would subscribe
10828,767,4,Definitely would subscribe
10828,767,4,Probably would not subscribe
10828,767,4,Probably would subscribe
10828,767,4,Probably would subscribe
10828,767,4,Probably would subscribe
10828,767,4,Probably would subscribe
10828,767,4,Definitely would subscribe
10828,767,4,Definitely would subscribe
10828,767,4,Probably would subscribe
10828,767,4,Probably would subscribe
10828,767,4,Probably would subscribe
10828,767,4,Probably would subscribe
10833,751,1,Probably would subscribe
10833,751,1,Probably would subscribe
10833,751,1,Probably would subscribe
10833,751,1,Definitely would subscribe
10833,751,1,Definitely would subscribe
10833,751,1,Probably would subscribe
10833,751,1,Probably would subscribe
10833,751,1,Probably would subscribe
10833,751,1,Probably would subscribe
10833,751,1,Definitely would subscribe
10833,751,1,Probably would subscribe
10833,751,1,Definitely would subscribe
10833,751,1,Probably would subscribe
10833,751,1,Definitely would subscribe
10833,751,1,Probably would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Definitely would subscribe
10835,1237,4,Probably would subscribe
10835,1237,4,Definitely would subscribe
10836,1102,3,Probably would not subscribe
10836,1102,3,Probably would subscribe
10836,1102,3,Probably would not subscribe
10836,1102,3,Probably would not subscribe
10836,1102,3,Probably would not subscribe
10836,1102,3,Probably would not subscribe
10836,1102,3,Probably would not subscribe
10836,1102,3,Probably would not subscribe
10836,1102,3,Probably would not subscribe
10836,1102,3,Probably would not subscribe
10836,1102,3,Probably would subscribe
10836,1102,3,Definitely would not subscribe
10836,1102,3,Probably would not subscribe
